,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
52049,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.01,92.0
52050,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.025,106.92751441687032
52051,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.05,117.0
52052,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.1,132.0
52053,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.15,143.0
52054,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.2,147.0
52055,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.25,150.0
52056,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.3,156.0
52057,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.35,172.0
52058,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.4,178.0
52059,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.45,182.0
52060,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.5,193.0
52061,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.55,200.0
52062,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.6,206.0
52063,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.65,213.0
52064,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.7,221.0
52065,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.75,229.0
52066,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.8,234.8556587427229
52067,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.85,241.51610551301192
52068,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.9,251.0
52069,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.95,286.0
52070,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.975,287.0
52071,2026-01-24,01,0.0,wk inc flu hosp,2026-01-24,quantile,0.99,294.0
52072,2026-01-24,01,1.0,wk inc flu hosp,2026-01-31,quantile,0.01,55.0
52073,2026-01-24,01,1.0,wk inc flu hosp,2026-01-31,quantile,0.025,65.0
52074,2026-01-24,01,1.0,wk inc flu hosp,2026-01-31,quantile,0.05,77.1673204691647
