,reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
10902,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.01,21.5038297220473
10903,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.025,23.765094715534524
10904,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.05,25.89404847282932
10905,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.1,29.90316177836589
10906,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.15,32.53569960853372
10907,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.2,35.50389662756656
10908,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.25,38.321835052522104
10909,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.3,40.941686878798876
10910,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.35,42.45958918743777
10911,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.4,43.849935753996895
10912,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.45,45.728982947181834
10913,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.5,47.11101861376465
10914,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.55,49.509844469569074
10915,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.6,50.940348550568004
10916,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.65,52.920316846237604
10917,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.7,55.47309785914839
10918,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.75,58.63228815359693
10919,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.8,61.951288071239254
10920,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.85,65.02623043653008
10921,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.9,69.38973999023438
10922,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.95,78.46657180786133
10923,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.975,85.99143600463867
10924,2025-12-06,01,0.0,wk inc flu hosp,2025-12-06,quantile,0.99,93.5
10925,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.01,17.66130125475287
10926,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.025,21.47269581911352
10927,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.05,24.68420107182211
10928,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.1,27.83375402780629
10929,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.15,31.390722156448412
10930,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.2,33.72953723318537
10931,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.25,37.034622108998676
10932,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.3,40.33789805009453
10933,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.35,44.57136473268049
10934,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.4,47.6540730166014
10935,2025-12-06,01,1.0,wk inc flu hosp,2025-12-13,quantile,0.45,51.291936825157705
